product_id,product_name,category,sub_category,cost_price,retail_price,weight_kg
PROD-1490,Precision Beard Trimmer Kit - Pro Edition,Beauty & Personal Care,Personal Care,20.0,66.56,2.49
PROD-1491,Precision Beard Trimmer Kit - Plus,Beauty & Personal Care,Personal Care,18.4,61.36,5.15
PROD-1492,Precision Beard Trimmer Kit - Standard Pack,Beauty & Personal Care,Personal Care,14.4,47.84,1.9
PROD-1493,Precision Beard Trimmer Kit - Midnight Black,Beauty & Personal Care,Personal Care,16.0,52.0,2.66
PROD-1494,Precision Beard Trimmer Kit - Space Gray,Beauty & Personal Care,Personal Care,16.0,52.0,1.66
PROD-1495,Precision Beard Trimmer Kit - Arctic White,Beauty & Personal Care,Personal Care,16.0,52.0,11.58
PROD-1496,Precision Beard Trimmer Kit - Special Bundle,Beauty & Personal Care,Personal Care,23.2,72.8,8.6
PROD-1497,Deep Tissue Percussion Massage Gun,Beauty & Personal Care,Personal Care,35.0,119.0,10.35
PROD-1498,Deep Tissue Percussion Massage Gun - Pro Edition,Beauty & Personal Care,Personal Care,43.75,152.32,2.54
PROD-1499,Deep Tissue Percussion Massage Gun - Plus,Beauty & Personal Care,Personal Care,40.25,140.42,6.65
PROD-1500,Deep Tissue Percussion Massage Gun - Standard Pack,Beauty & Personal Care,Personal Care,31.5,109.48,2.58
PROD-1501,Deep Tissue Percussion Massage Gun - Midnight Black,Beauty & Personal Care,Personal Care,35.0,119.0,12.18
PROD-1502,Deep Tissue Percussion Massage Gun - Space Gray,Beauty & Personal Care,Personal Care,35.0,119.0,5.84
PROD-1503,Deep Tissue Percussion Massage Gun - Arctic White,Beauty & Personal Care,Personal Care,35.0,119.0,6.85
PROD-1504,Deep Tissue Percussion Massage Gun - Special Bundle,Beauty & Personal Care,Personal Care,50.75,166.6,5.52
PROD-1505,Aromatherapy Essential Oil Diffuser,Beauty & Personal Care,Personal Care,10.0,35.0,7.86
PROD-1506,Aromatherapy Essential Oil Diffuser - Pro Edition,Beauty & Personal Care,Personal Care,12.5,44.8,5.05
PROD-1507,Aromatherapy Essential Oil Diffuser - Plus,Beauty & Personal Care,Personal Care,11.5,41.3,3.5
PROD-1508,Aromatherapy Essential Oil Diffuser - Standard Pack,Beauty & Personal Care,Personal Care,9.0,32.2,9.96
PROD-1509,Aromatherapy Essential Oil Diffuser - Midnight Black,Beauty & Personal Care,Personal Care,10.0,35.0,7.98
PROD-1510,Aromatherapy Essential Oil Diffuser - Space Gray,Beauty & Personal Care,Personal Care,10.0,35.0,9.19
PROD-1511,Aromatherapy Essential Oil Diffuser - Arctic White,Beauty & Personal Care,Personal Care,10.0,35.0,6.34
PROD-1512,Aromatherapy Essential Oil Diffuser - Special Bundle,Beauty & Personal Care,Personal Care,14.5,49.0,6.52
PROD-1513,Adjustable Quick-Select Dumbbells 50lb,Sports & Outdoors,Fitness & Exercise,110.0,299.0,6.84
PROD-1514,Adjustable Quick-Select Dumbbells 50lb - Pro Edition,Sports & Outdoors,Fitness & Exercise,137.5,382.72,11.53
PROD-1515,Adjustable Quick-Select Dumbbells 50lb - Plus,Sports & Outdoors,Fitness & Exercise,126.5,352.82,8.84
PROD-1516,Adjustable Quick-Select Dumbbells 50lb - Standard Pack,Sports & Outdoors,Fitness & Exercise,99.0,275.08,9.54
PROD-1517,Adjustable Quick-Select Dumbbells 50lb - Midnight Black,Sports & Outdoors,Fitness & Exercise,110.0,299.0,5.57
PROD-1518,Adjustable Quick-Select Dumbbells 50lb - Space Gray,Sports & Outdoors,Fitness & Exercise,110.0,299.0,3.76
PROD-1519,Adjustable Quick-Select Dumbbells 50lb - Arctic White,Sports & Outdoors,Fitness & Exercise,110.0,299.0,10.87
PROD-1520,Adjustable Quick-Select Dumbbells 50lb - Special Bundle,Sports & Outdoors,Fitness & Exercise,159.5,418.6,4.54
PROD-1521,High-Density Non-Slip Yoga Mat,Sports & Outdoors,Fitness & Exercise,12.0,42.0,12.01
PROD-1522,High-Density Non-Slip Yoga Mat - Pro Edition,Sports & Outdoors,Fitness & Exercise,15.0,53.76,10.46
PROD-1523,High-Density Non-Slip Yoga Mat - Plus,Sports & Outdoors,Fitness & Exercise,13.8,49.56,12.07
PROD-1524,High-Density Non-Slip Yoga Mat - Standard Pack,Sports & Outdoors,Fitness & Exercise,10.8,38.64,9.59
PROD-1525,High-Density Non-Slip Yoga Mat - Midnight Black,Sports & Outdoors,Fitness & Exercise,12.0,42.0,4.12
PROD-1526,High-Density Non-Slip Yoga Mat - Space Gray,Sports & Outdoors,Fitness & Exercise,12.0,42.0,0.5
PROD-1527,High-Density Non-Slip Yoga Mat - Arctic White,Sports & Outdoors,Fitness & Exercise,12.0,42.0,10.86
PROD-1528,High-Density Non-Slip Yoga Mat - Special Bundle,Sports & Outdoors,Fitness & Exercise,17.4,58.8,7.26
PROD-1529,Resistance Loop Bands Set of 5,Sports & Outdoors,Fitness & Exercise,5.0,20.0,11.54
PROD-1530,Resistance Loop Bands Set of 5 - Pro Edition,Sports & Outdoors,Fitness & Exercise,6.25,25.6,6.02
PROD-1531,Resistance Loop Bands Set of 5 - Plus,Sports & Outdoors,Fitness & Exercise,5.75,23.6,8.33
PROD-1532,Resistance Loop Bands Set of 5 - Standard Pack,Sports & Outdoors,Fitness & Exercise,4.5,18.4,6.55
PROD-1533,Resistance Loop Bands Set of 5 - Midnight Black,Sports & Outdoors,Fitness & Exercise,5.0,20.0,2.61
PROD-1534,Resistance Loop Bands Set of 5 - Space Gray,Sports & Outdoors,Fitness & Exercise,5.0,20.0,1.8
PROD-1535,Resistance Loop Bands Set of 5 - Arctic White,Sports & Outdoors,Fitness & Exercise,5.0,20.0,10.5
PROD-1536,Resistance Loop Bands Set of 5 - Special Bundle,Sports & Outdoors,Fitness & Exercise,7.25,28.0,11.51
PROD-1537,Foldable Magnetic Rowing Machine,Sports & Outdoors,Fitness & Exercise,160.0,469.0,7.92
PROD-1538,Foldable Magnetic Rowing Machine - Pro Edition,Sports & Outdoors,Fitness & Exercise,200.0,600.32,2.58
PROD-1539,Foldable Magnetic Rowing Machine - Plus,Sports & Outdoors,Fitness & Exercise,184.0,553.42,1.7
PROD-1540,Foldable Magnetic Rowing Machine - Standard Pack,Sports & Outdoors,Fitness & Exercise,144.0,431.48,6.63
PROD-1541,Foldable Magnetic Rowing Machine - Midnight Black,Sports & Outdoors,Fitness & Exercise,160.0,469.0,5.9
PROD-1542,Foldable Magnetic Rowing Machine - Space Gray,Sports & Outdoors,Fitness & Exercise,160.0,469.0,12.0
PROD-1543,Foldable Magnetic Rowing Machine - Arctic White,Sports & Outdoors,Fitness & Exercise,160.0,469.0,3.76
PROD-1544,Foldable Magnetic Rowing Machine - Special Bundle,Sports & Outdoors,Fitness & Exercise,232.0,656.6,6.71
PROD-1545,Ultralight 2-Person Backpacking Tent,Sports & Outdoors,Outdoor Recreation,55.0,179.0,4.99
PROD-1546,Ultralight 2-Person Backpacking Tent - Pro Edition,Sports & Outdoors,Outdoor Recreation,68.75,229.12,8.62
PROD-1547,Ultralight 2-Person Backpacking Tent - Plus,Sports & Outdoors,Outdoor Recreation,63.25,211.22,12.4
PROD-1548,Ultralight 2-Person Backpacking Tent - Standard Pack,Sports & Outdoors,Outdoor Recreation,49.5,164.68,4.06
PROD-1549,Ultralight 2-Person Backpacking Tent - Midnight Black,Sports & Outdoors,Outdoor Recreation,55.0,179.0,10.71
PROD-1550,Ultralight 2-Person Backpacking Tent - Space Gray,Sports & Outdoors,Outdoor Recreation,55.0,179.0,3.78
PROD-1551,Insulated Down Sleeping Bag 20F,Sports & Outdoors,Outdoor Recreation,42.0,139.0,12.21
PROD-1552,Double Hammock with Tree Straps,Sports & Outdoors,Outdoor Recreation,14.0,45.0,10.07
PROD-1553,Trekking Poles Carbon Fiber Pair,Sports & Outdoors,Outdoor Recreation,18.0,59.0,8.48
